User_ID,UTC_Time,Account,Operation,Coin,Change,Remark
163789747,2022-12-31 02:32:47,Spot,Simple Earn Locked Rewards,BNB,0.00003211,""
163789747,2022-12-31 03:00:24,Spot,Simple Earn Locked Rewards,AVAX,0.00111780,""
163789747,2023-01-01 02:31:20,Spot,Simple Earn Locked Rewards,BNB,0.00003211,""
163789747,2023-01-01 02:58:29,Spot,Simple Earn Locked Rewards,AVAX,0.00111780,""
163789747,2023-01-02 02:30:55,Spot,Simple Earn Locked Rewards,BNB,0.00003211,""
163789747,2023-01-02 02:58:38,Spot,Simple Earn Locked Rewards,AVAX,0.00111780,""
163789747,2023-01-03 02:31:40,Spot,Simple Earn Locked Rewards,BNB,0.00003211,""
163789747,2023-01-03 02:59:50,Spot,Simple Earn Locked Rewards,AVAX,0.00097809,""
163789747,2023-01-04 02:36:17,Spot,Simple Earn Locked Rewards,BNB,0.00003211,""
163789747,2023-01-04 03:01:06,Spot,Simple Earn Locked Rewards,AVAX,0.00097809,""
163789747,2023-01-05 02:36:34,Spot,Simple Earn Locked Rewards,BNB,0.00003211,""
163789747,2023-01-05 03:01:08,Spot,Simple Earn Locked Rewards,AVAX,0.00097809,""
163789747,2023-01-06 02:33:25,Spot,Simple Earn Locked Rewards,BNB,0.00002936,""
163789747,2023-01-06 02:56:23,Spot,Simple Earn Locked Rewards,AVAX,0.00097809,""
163789747,2023-01-07 02:33:10,Spot,Simple Earn Locked Rewards,BNB,0.00002936,""
163789747,2023-01-07 03:00:06,Spot,Simple Earn Locked Rewards,AVAX,0.00097809,""
163789747,2023-01-08 02:33:01,Spot,Simple Earn Locked Rewards,BNB,0.00002936,""
163789747,2023-01-08 03:00:05,Spot,Simple Earn Locked Rewards,AVAX,0.00097809,""
163789747,2023-01-09 02:34:31,Spot,Simple Earn Locked Rewards,BNB,0.00002560,""
163789747,2023-01-09 03:09:45,Spot,Simple Earn Locked Rewards,AVAX,0.00097809,""
163789747,2023-01-10 02:31:16,Spot,Simple Earn Locked Rewards,BNB,0.00002560,""
163789747,2023-01-10 02:57:58,Spot,Simple Earn Locked Rewards,AVAX,0.00097809,""
163789747,2023-01-11 02:35:09,Spot,Simple Earn Locked Rewards,BNB,0.00002560,""
163789747,2023-01-11 03:01:04,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-12 02:32:55,Spot,Simple Earn Locked Rewards,BNB,0.00002560,""
163789747,2023-01-12 02:59:03,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-13 02:31:33,Spot,Simple Earn Locked Rewards,BNB,0.00002560,""
163789747,2023-01-13 02:58:48,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-14 02:20:40,Spot,Simple Earn Locked Rewards,BNB,0.00002560,""
163789747,2023-01-14 03:03:48,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-15 02:19:40,Spot,Simple Earn Locked Rewards,BNB,0.00002560,""
163789747,2023-01-15 02:58:41,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-16 02:19:44,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-01-16 02:56:17,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-17 02:20:10,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-01-17 02:58:42,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-18 02:19:29,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-01-18 03:08:28,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-19 02:21:52,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-01-19 02:59:20,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-20 02:20:11,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-01-20 02:56:17,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-21 02:19:39,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-01-21 02:59:33,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-22 02:20:27,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-01-22 03:01:09,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-23 02:18:18,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-01-23 02:57:29,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-24 02:19:13,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-01-24 02:58:09,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-25 02:59:10,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-25 03:50:53,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-01-26 02:17:39,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-01-26 02:58:00,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-27 02:37:33,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-01-27 02:54:50,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-28 02:37:16,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-01-28 02:51:47,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-29 02:22:17,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-01-29 02:41:42,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-30 02:36:50,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-01-30 03:01:25,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-01-31 02:22:03,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-01-31 03:02:11,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-01 02:35:40,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-02-01 03:00:16,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-02 02:38:02,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-02-02 02:52:57,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-03 02:37:51,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-02-03 02:52:37,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-04 02:38:07,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-02-04 02:39:32,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-05 02:36:54,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-02-05 02:40:04,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-06 02:38:27,Spot,Simple Earn Locked Rewards,BNB,0.00002376,""
163789747,2023-02-06 02:53:33,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-07 02:39:23,Spot,Simple Earn Locked Rewards,BNB,0.00003211,""
163789747,2023-02-07 02:41:56,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-08 02:39:47,Spot,Simple Earn Locked Rewards,BNB,0.00003578,""
163789747,2023-02-08 02:41:22,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-09 02:39:06,Spot,Simple Earn Locked Rewards,BNB,0.00003578,""
163789747,2023-02-09 02:39:52,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-10 01:28:05,Spot,Deposit,EGLD,3.00000000,""
163789747,2023-02-10 01:35:02,Spot,Transaction Sold,EGLD,-3.00000000,""
163789747,2023-02-10 01:35:02,Spot,Fee,ETH,-0.00008199,""
163789747,2023-02-10 01:35:02,Spot,Transaction Revenue,ETH,0.08199000,""
163789747,2023-02-10 01:40:41,Spot,Withdraw,ETH,-0.08190801,Withdraw fee is included
163789747,2023-02-10 02:33:36,Spot,Simple Earn Locked Rewards,BNB,0.00003303,""
163789747,2023-02-10 02:37:53,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-11 02:29:02,Spot,Simple Earn Locked Rewards,BNB,0.00003027,""
163789747,2023-02-11 02:38:36,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-12 02:36:49,Spot,Simple Earn Locked Rewards,BNB,0.00003027,""
163789747,2023-02-12 02:57:32,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-13 02:36:35,Spot,Simple Earn Locked Rewards,BNB,0.00003027,""
163789747,2023-02-13 02:57:09,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-14 02:35:58,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-14 02:56:26,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-15 02:34:55,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-15 02:56:37,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-16 02:33:07,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-16 02:51:42,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-17 02:33:53,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-17 02:53:54,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-18 02:33:42,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-18 02:49:06,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-19 02:35:19,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-19 02:57:06,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-20 02:19:34,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-20 02:41:42,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-21 02:34:51,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-21 02:56:48,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-22 02:33:03,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-22 02:54:59,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-23 02:35:08,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-23 02:55:50,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-24 02:36:20,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-24 02:54:12,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-25 02:37:57,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-25 02:57:22,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-26 02:37:13,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-26 02:53:48,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-27 02:37:35,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-27 02:53:55,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-02-28 02:37:14,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-02-28 02:53:02,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-01 02:35:38,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-01 02:36:52,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-02 02:34:46,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-02 02:49:58,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-03 02:36:00,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-03 02:44:20,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-04 02:34:40,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-04 02:46:45,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-05 02:35:07,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-05 02:46:53,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-06 02:34:12,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-06 02:46:11,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-07 02:15:05,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-07 02:52:12,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-08 02:15:10,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-08 02:55:24,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-09 03:00:04,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-09 03:32:03,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-10 02:13:30,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-10 02:53:29,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
163789747,2023-03-11 02:16:12,Spot,Simple Earn Locked Rewards,BNB,0.00002844,""
163789747,2023-03-11 02:52:16,Spot,Simple Earn Locked Rewards,AVAX,0.00089589,""
